datetime,close,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
2026-05-20 09:15:00,225.25,NFO,26-MAY-2026,233.85,207.15,222.5,835835,Options,Call,NIFTY,23400.0,1367860
2026-05-20 09:16:00,241.25,NFO,26-MAY-2026,244.1,225.4,230.4,1462045,Options,Call,NIFTY,23400.0,1486615
2026-05-20 09:17:00,246.3,NFO,26-MAY-2026,248.6,240.95,241.65,1903200,Options,Call,NIFTY,23400.0,772330
2026-05-20 09:18:00,251.05,NFO,26-MAY-2026,252.5,244.25,247.0,2043080,Options,Call,NIFTY,23400.0,543205
2026-05-20 09:19:00,248.1,NFO,26-MAY-2026,255.0,245.55,249.55,2127645,Options,Call,NIFTY,23400.0,488540
2026-05-20 09:20:00,243.15,NFO,26-MAY-2026,249.7,237.5,249.7,2247180,Options,Call,NIFTY,23400.0,517140
2026-05-20 09:21:00,248.5,NFO,26-MAY-2026,250.55,240.35,242.35,2336555,Options,Call,NIFTY,23400.0,409565
2026-05-20 09:22:00,247.7,NFO,26-MAY-2026,251.5,244.25,248.5,2451540,Options,Call,NIFTY,23400.0,327600
2026-05-20 09:23:00,248.1,NFO,26-MAY-2026,252.85,245.25,248.95,2541825,Options,Call,NIFTY,23400.0,351780
2026-05-20 09:24:00,244.9,NFO,26-MAY-2026,246.8,239.8,246.75,2671955,Options,Call,NIFTY,23400.0,338195
2026-05-20 09:25:00,257.0,NFO,26-MAY-2026,257.9,241.0,244.9,2780895,Options,Call,NIFTY,23400.0,528775
2026-05-20 09:26:00,248.5,NFO,26-MAY-2026,258.1,243.8,255.8,2890225,Options,Call,NIFTY,23400.0,671840
2026-05-20 09:27:00,256.3,NFO,26-MAY-2026,258.7,249.6,249.6,2928380,Options,Call,NIFTY,23400.0,443235
2026-05-20 09:28:00,253.35,NFO,26-MAY-2026,257.0,245.8,255.3,3004625,Options,Call,NIFTY,23400.0,356915
2026-05-20 09:29:00,256.95,NFO,26-MAY-2026,260.8,252.6,253.15,3101800,Options,Call,NIFTY,23400.0,553475
2026-05-20 09:30:00,270.75,NFO,26-MAY-2026,270.75,257.05,257.55,3080285,Options,Call,NIFTY,23400.0,608400
2026-05-20 09:31:00,277.4,NFO,26-MAY-2026,278.0,269.35,269.35,3047395,Options,Call,NIFTY,23400.0,773240
2026-05-20 09:32:00,284.6,NFO,26-MAY-2026,291.55,275.55,277.25,3049670,Options,Call,NIFTY,23400.0,755690
2026-05-20 09:33:00,282.8,NFO,26-MAY-2026,288.45,278.85,283.05,2910830,Options,Call,NIFTY,23400.0,377845
2026-05-20 09:34:00,286.25,NFO,26-MAY-2026,291.4,280.35,282.5,2897635,Options,Call,NIFTY,23400.0,328770
2026-05-20 09:35:00,285.1,NFO,26-MAY-2026,291.0,284.25,287.85,2901665,Options,Call,NIFTY,23400.0,234260
2026-05-20 09:36:00,289.3,NFO,26-MAY-2026,289.9,279.95,285.65,2882490,Options,Call,NIFTY,23400.0,236405
2026-05-20 09:37:00,289.9,NFO,26-MAY-2026,293.75,285.35,287.85,2825485,Options,Call,NIFTY,23400.0,263055
2026-05-20 09:38:00,294.45,NFO,26-MAY-2026,295.2,287.35,289.9,2843360,Options,Call,NIFTY,23400.0,221390
2026-05-20 09:39:00,297.65,NFO,26-MAY-2026,300.0,290.0,294.55,2810730,Options,Call,NIFTY,23400.0,293020
2026-05-20 09:40:00,287.15,NFO,26-MAY-2026,298.6,285.6,298.6,2773095,Options,Call,NIFTY,23400.0,300885
2026-05-20 09:41:00,283.8,NFO,26-MAY-2026,290.45,279.6,286.55,2710305,Options,Call,NIFTY,23400.0,250770
