datetime,close,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
2026-05-20 09:15:00,264.75,NFO,26-MAY-2026,279.6,251.7,251.7,4985240,Options,Put,NIFTY,23500.0,1612130
2026-05-20 09:16:00,252.3,NFO,26-MAY-2026,268.0,252.05,264.6,5188885,Options,Put,NIFTY,23500.0,798785
2026-05-20 09:17:00,251.3,NFO,26-MAY-2026,257.65,250.7,252.75,5388630,Options,Put,NIFTY,23500.0,770835
2026-05-20 09:18:00,252.75,NFO,26-MAY-2026,254.6,246.35,251.2,5564390,Options,Put,NIFTY,23500.0,641095
2026-05-20 09:19:00,251.8,NFO,26-MAY-2026,256.0,247.65,251.6,5740085,Options,Put,NIFTY,23500.0,570440
2026-05-20 09:20:00,257.55,NFO,26-MAY-2026,261.95,250.2,250.2,5915585,Options,Put,NIFTY,23500.0,696085
2026-05-20 09:21:00,252.5,NFO,26-MAY-2026,259.0,251.15,257.25,6099990,Options,Put,NIFTY,23500.0,461565
2026-05-20 09:22:00,251.75,NFO,26-MAY-2026,255.1,249.15,252.6,6248970,Options,Put,NIFTY,23500.0,408265
2026-05-20 09:23:00,252.4,NFO,26-MAY-2026,253.85,248.15,250.45,6418490,Options,Put,NIFTY,23500.0,376480
2026-05-20 09:24:00,254.45,NFO,26-MAY-2026,258.0,252.75,252.85,6497335,Options,Put,NIFTY,23500.0,421265
2026-05-20 09:25:00,244.85,NFO,26-MAY-2026,257.3,244.2,254.95,6561815,Options,Put,NIFTY,23500.0,590330
2026-05-20 09:26:00,254.55,NFO,26-MAY-2026,256.9,245.25,245.7,6652620,Options,Put,NIFTY,23500.0,618020
2026-05-20 09:27:00,247.35,NFO,26-MAY-2026,254.3,245.5,254.3,6724250,Options,Put,NIFTY,23500.0,404300
2026-05-20 09:28:00,250.85,NFO,26-MAY-2026,256.4,247.55,247.55,6824415,Options,Put,NIFTY,23500.0,500500
2026-05-20 09:29:00,249.2,NFO,26-MAY-2026,252.15,245.6,251.75,6911450,Options,Put,NIFTY,23500.0,368355
