datetime,close,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
2026-05-20 09:15:00,240.05,NFO,26-MAY-2026,254.4,226.45,226.45,556010,Options,Put,NIFTY,23450.0,1139125
2026-05-20 09:16:00,226.5,NFO,26-MAY-2026,242.0,226.5,238.6,1010750,Options,Put,NIFTY,23450.0,745160
2026-05-20 09:17:00,228.1,NFO,26-MAY-2026,231.9,224.8,227.3,1312220,Options,Put,NIFTY,23450.0,654940
2026-05-20 09:18:00,227.6,NFO,26-MAY-2026,229.9,221.35,226.25,1653145,Options,Put,NIFTY,23450.0,665990
2026-05-20 09:19:00,226.5,NFO,26-MAY-2026,230.6,222.75,227.35,1951105,Options,Put,NIFTY,23450.0,442195
2026-05-20 09:20:00,231.25,NFO,26-MAY-2026,235.8,225.9,225.9,2166840,Options,Put,NIFTY,23450.0,765895
2026-05-20 09:21:00,227.3,NFO,26-MAY-2026,233.15,226.0,232.3,2358460,Options,Put,NIFTY,23450.0,413075
2026-05-20 09:22:00,226.0,NFO,26-MAY-2026,229.7,224.25,227.1,2537405,Options,Put,NIFTY,23450.0,336505
2026-05-20 09:23:00,225.95,NFO,26-MAY-2026,228.5,223.55,225.75,2657005,Options,Put,NIFTY,23450.0,282750
2026-05-20 09:24:00,228.5,NFO,26-MAY-2026,232.15,227.45,227.7,2748785,Options,Put,NIFTY,23450.0,335920
2026-05-20 09:25:00,220.95,NFO,26-MAY-2026,231.6,220.0,229.0,2835365,Options,Put,NIFTY,23450.0,552760
2026-05-20 09:26:00,228.8,NFO,26-MAY-2026,231.6,220.3,221.45,2868450,Options,Put,NIFTY,23450.0,549250
2026-05-20 09:27:00,223.55,NFO,26-MAY-2026,228.55,221.15,228.55,2960100,Options,Put,NIFTY,23450.0,321945
2026-05-20 09:28:00,226.25,NFO,26-MAY-2026,231.0,222.5,223.15,3021070,Options,Put,NIFTY,23450.0,395720
2026-05-20 09:29:00,224.4,NFO,26-MAY-2026,227.6,221.35,227.0,3086070,Options,Put,NIFTY,23450.0,333190
2026-05-20 09:30:00,214.6,NFO,26-MAY-2026,223.7,214.05,223.7,3130075,Options,Put,NIFTY,23450.0,600730
2026-05-20 09:31:00,212.65,NFO,26-MAY-2026,215.8,209.9,214.9,3203070,Options,Put,NIFTY,23450.0,640445
2026-05-20 09:32:00,207.2,NFO,26-MAY-2026,212.9,203.0,212.2,3283540,Options,Put,NIFTY,23450.0,620555
