datetime,close,exchange_code,expiry_date,high,low,open,open_interest,product_type,right,stock_code,strike_price,volume
2025-11-07 09:15:00,98.75,NFO,11-NOV-2025,100.5,58.0,58.0,6753000,Options,Put,NIFTY,25400.0,7379025
2025-11-07 09:16:00,98.0,NFO,11-NOV-2025,104.8,98.0,100.25,6753000,Options,Put,NIFTY,25400.0,5098950
2025-11-07 09:17:00,98.1,NFO,11-NOV-2025,104.3,94.6,99.0,6753000,Options,Put,NIFTY,25400.0,3331050
2025-11-07 09:18:00,96.95,NFO,11-NOV-2025,101.15,95.0,99.0,8512575,Options,Put,NIFTY,25400.0,2753700
2025-11-07 09:19:00,96.25,NFO,11-NOV-2025,98.8,93.5,96.3,8512575,Options,Put,NIFTY,25400.0,2227650
2025-11-07 09:20:00,108.25,NFO,11-NOV-2025,108.25,97.85,97.85,8512575,Options,Put,NIFTY,25400.0,5023125
2025-11-07 09:21:00,106.2,NFO,11-NOV-2025,108.6,103.9,108.05,8512575,Options,Put,NIFTY,25400.0,4076925
2025-11-07 09:22:00,124.45,NFO,11-NOV-2025,124.6,104.6,106.85,10142325,Options,Put,NIFTY,25400.0,6089400
2025-11-07 09:23:00,121.55,NFO,11-NOV-2025,126.3,119.75,124.6,10142325,Options,Put,NIFTY,25400.0,4469175
2025-11-07 09:24:00,124.0,NFO,11-NOV-2025,124.0,117.55,120.7,10142325,Options,Put,NIFTY,25400.0,2163375
2025-11-07 09:25:00,113.5,NFO,11-NOV-2025,123.55,113.3,123.55,9201900,Options,Put,NIFTY,25400.0,2089500
2025-11-07 09:26:00,120.4,NFO,11-NOV-2025,121.75,112.5,117.5,9201900,Options,Put,NIFTY,25400.0,2207100
2025-11-07 09:27:00,115.4,NFO,11-NOV-2025,121.7,114.15,119.95,9201900,Options,Put,NIFTY,25400.0,1446225
2025-11-07 09:28:00,111.45,NFO,11-NOV-2025,117.45,110.6,115.35,9746400,Options,Put,NIFTY,25400.0,1387125
2025-11-07 09:29:00,112.3,NFO,11-NOV-2025,116.35,110.8,111.35,9746400,Options,Put,NIFTY,25400.0,1394025
2025-11-07 09:30:00,120.25,NFO,11-NOV-2025,120.5,112.7,112.8,9746400,Options,Put,NIFTY,25400.0,2119050
2025-11-07 09:31:00,108.5,NFO,11-NOV-2025,119.35,108.5,119.35,10288650,Options,Put,NIFTY,25400.0,1924875
2025-11-07 09:32:00,119.85,NFO,11-NOV-2025,121.3,107.75,108.05,10288650,Options,Put,NIFTY,25400.0,2855625
2025-11-07 09:33:00,119.8,NFO,11-NOV-2025,121.05,117.6,120.45,10288650,Options,Put,NIFTY,25400.0,1520400
2025-11-07 09:34:00,129.35,NFO,11-NOV-2025,131.35,119.55,119.9,10383825,Options,Put,NIFTY,25400.0,4410450
2025-11-07 09:35:00,128.6,NFO,11-NOV-2025,129.35,125.4,129.15,10383825,Options,Put,NIFTY,25400.0,1757700
2025-11-07 09:36:00,126.2,NFO,11-NOV-2025,129.5,125.9,127.4,10383825,Options,Put,NIFTY,25400.0,1360200
2025-11-07 09:37:00,122.7,NFO,11-NOV-2025,128.5,122.3,125.75,9785175,Options,Put,NIFTY,25400.0,1379925
2025-11-07 09:38:00,117.35,NFO,11-NOV-2025,126.2,117.1,123.15,9785175,Options,Put,NIFTY,25400.0,1460625
2025-11-07 09:39:00,116.7,NFO,11-NOV-2025,119.1,113.75,118.3,9785175,Options,Put,NIFTY,25400.0,1658400
2025-11-07 09:40:00,111.0,NFO,11-NOV-2025,117.85,111.0,117.4,9416475,Options,Put,NIFTY,25400.0,1557150
2025-11-07 09:41:00,116.2,NFO,11-NOV-2025,117.55,110.8,111.1,9416475,Options,Put,NIFTY,25400.0,1408275
2025-11-07 09:42:00,118.35,NFO,11-NOV-2025,118.35,111.55,116.0,9416475,Options,Put,NIFTY,25400.0,1085775
2025-11-07 09:43:00,114.3,NFO,11-NOV-2025,117.7,113.75,117.25,9712200,Options,Put,NIFTY,25400.0,826875
2025-11-07 09:44:00,110.45,NFO,11-NOV-2025,115.3,109.0,115.0,9712200,Options,Put,NIFTY,25400.0,1220400
